ID,name,position,age,nationality,current_club,matches_played
f1309,Caleb Kporha,DF,18,eng ENG,Crystal Palace,2
f1310,Emil Krafth,DF,30,se SWE,Newcastle Utd,3
f1311,Alex Král,MF,26,cz CZE,Espanyol,23
f1312,Andrej Kramarić,"MF,FW",33,hr CRO,Hoffenheim,19
f1313,Frans Krätzig,"FW,MF",22,de GER,Heidenheim,6
f1314,Frans Krätzig,DF,22,de GER,Stuttgart,1
f1315,Tom Krauß,"MF,DF",23,de GER,Bochum,2
f1316,Ladislav Krejčí,DF,25,cz CZE,Girona,15
f1317,Rasmus Kristensen,DF,27,dk DEN,Eint Frankfurt,18
f1318,Thomas Kristensen,DF,23,dk DEN,Udinese,13
f1319,Nikola Krstović,FW,24,me MNE,Lecce,24
f1320,Lukas Kübler,DF,32,de GER,Freiburg,19
f1321,Takefusa Kubo,"MF,FW",23,jp JPN,Real Sociedad,23
f1322,Mohammed Kudus,"MF,FW",24,gh GHA,West Ham,19
f1323,Dejan Kulusevski,"MF,FW",24,se SWE,Tottenham,24
f1324,Sael Kumbedi,DF,19,fr FRA,Lyon,7
f1325,Marash Kumbulla,DF,25,al ALB,Espanyol,21
f1326,Daler Kuzyaev,MF,32,ru RUS,Le Havre,12
f1327,Khvicha Kvaratskhelia,"FW,MF",24,ge GEO,Napoli,17
f1328,Khvicha Kvaratskhelia,FW,24,ge GEO,Paris S-G,3
f1329,Moritz-Broni Kwarteng,"MF,FW",26,gh GHA,Bochum,7
f1330,Giorgos Kyriakopoulos,DF,29,gr GRE,Monza,21
f1331,Luca de la Torre,MF,26,us USA,Celta Vigo,1
f1332,Rémy Labeau Lascary,"FW,MF",21,gp GLP,Lens,14
f1333,Gaëtan Laborde,FW,30,fr FRA,Nice,15
f1334,Nediljko Labrović,GK,25,hr CRO,Augsburg,15
f1335,Alexandre Lacazette,FW,33,fr FRA,Lyon,18
f1336,Younes Lachaab,MF,20,fr FRA,Lille,1
f1337,Maxence Lacroix,DF,24,fr FRA,Crystal Palace,21
f1338,Alban Lafont,GK,26,fr FRA,Nantes,12
f1339,Yoel Lago,DF,20,es ESP,Celta Vigo,2
f1340,Konrad Laimer,DF,27,at AUT,Bayern Munich,17
f1341,Stefan Lainer,DF,32,at AUT,Gladbach,13
f1342,Kenny Lala,DF,33,mg MAD,Brest,19
f1343,Adam Lallana,MF,36,eng ENG,Southampton,13
f1344,Mathis Lambourde,"FW,MF",19,fr FRA,Hellas Verona,5
f1345,Mohamed Lamine Bayo,FW,26,gn GUI,Lille,12
f1346,Tariq Lamptey,DF,24,gh GHA,Brighton,11
f1347,Will Lankshear,"FW,MF",19,eng ENG,Tottenham,3
f1348,Gianluca Lapadula,"FW,MF",35,pe PER,Cagliari,12
f1349,Cyle Larin,FW,29,ca CAN,Mallorca,19
f1350,Gautier Larsonneur,GK,27,fr FRA,Saint-Étienne,21
f1351,Hugo Larsson,MF,20,se SWE,Eint Frankfurt,20
f1352,Juanmi Latasa,FW,23,es ESP,Valladolid,16
f1353,Toni Lato,DF,27,es ESP,Mallorca,5
f1354,Roméo Lavia,MF,21,be BEL,Chelsea,10
f1355,Valentino Lazaro,"DF,MF",28,at AUT,Torino,24
f1356,Darko Lazović,"DF,FW",34,rs SRB,Hellas Verona,22
f1357,Manuel Lazzari,DF,31,it ITA,Lazio,17
f1358,Julien Le Cardinal,DF,27,fr FRA,Brest,10
f1359,Jérémy Le Douaron,FW,26,fr FRA,Brest,2
f1360,Enzo Le Fée,MF,25,fr FRA,Roma,6
f1361,Robin Le Normand,DF,28,es ESP,Atlético Madrid,13
f1362,Nicola Leali,GK,31,it ITA,Genoa,17
f1363,Rafael Leão,FW,25,pt POR,Milan,21
f1364,Benjamin Lecomte,GK,33,fr FRA,Montpellier,18
f1365,Pierre Lees-Melou,MF,31,fr FRA,Brest,9
f1366,Jordan Lefort,DF,31,fr FRA,Angers,21
f1367,Diogo Leite,DF,26,pt POR,Union Berlin,20
f1368,Maxim Leitsch,DF,26,de GER,Mainz 05,14
f1369,Florian Lejeune,DF,33,fr FRA,Rayo Vallecano,23
f1370,Stefan Lekovic,DF,21,rs SRB,Monza,3
f1371,Iñigo Lekue,DF,31,es ESP,Athletic Club,8
f1372,Nunzio Lella,MF,24,it ITA,Venezia,1
f1373,Thomas Lemar,MF,29,fr FRA,Atlético Madrid,1
f1374,Félix Lemaréchal,"MF,FW",21,fr FRA,Strasbourg,14
f1375,Mario Lemina,"MF,DF",31,ga GAB,Wolves,17
f1376,Clément Lenglet,DF,29,fr FRA,Atlético Madrid,13
f1377,Bernd Leno,GK,32,de GER,Fulham,24
f1378,Donovan Léon,GK,32,gf GUF,Auxerre,20
f1379,Giovanni Leoni,DF,18,it ITA,Parma,6
f1380,Esteban Lepaul,FW,24,fr FRA,Angers,17
f1381,Johann Lepenant,MF,22,fr FRA,Nantes,17
f1382,Jefferson Lerma,MF,30,co COL,Crystal Palace,19
f1383,Louis Leroux,"MF,DF",19,fr FRA,Nantes,5
f1384,Robert Lewandowski,FW,36,pl POL,Barcelona,22
f1385,Jamie Leweling,"MF,FW",23,de GER,Stuttgart,15
f1386,Rico Lewis,"DF,MF",20,eng ENG,Manchester City,19
f1387,Keane Lewis-Potter,"DF,FW",23,eng ENG,Brentford,24
f1388,Myles Lewis-Skelly,DF,18,eng ENG,Arsenal,10
f1389,Ben Lhassine Kone,MF,24,ci CIV,Como,4
f1390,Mattia Liberali,MF,17,it ITA,Milan,1
f1391,Philipp Lienhart,DF,28,at AUT,Freiburg,19
f1392,Matthijs de Ligt,DF,25,nl NED,Manchester Utd,22
f1393,Pedro Lima,DF,18,br BRA,Wolves,1
f1394,Victor Lindelöf,"DF,MF",30,se SWE,Manchester Utd,5
f1395,Jesper Lindstrøm,FW,24,dk DEN,Everton,20
f1396,Karol Linetty,MF,30,pl POL,Torino,20
f1397,Samuel Lino,"MF,DF",25,br BRA,Atlético Madrid,19
f1398,Pol Lirola,DF,27,es ESP,Marseille,11
f1399,Dailon Livramento,"FW,MF",23,cv CPV,Hellas Verona,17
f1400,Valentino Livramento,DF,22,eng ENG,Newcastle Utd,23
f1401,Marin Ljubicic,MF,22,hr CRO,Union Berlin,1
f1402,Javier Llabrés,FW,22,es ESP,Mallorca,1
f1403,Diego Llorente,DF,31,es ESP,Betis,22
f1404,Marcos Llorente,"DF,MF",30,es ESP,Atlético Madrid,18
f1405,Gautier Lloris,DF,29,fr FRA,Le Havre,21
f1406,Giovani Lo Celso,"MF,FW",28,ar ARG,Betis,15
f1407,Stanislav Lobotka,MF,30,sk SVK,Napoli,20
f1408,Manuel Locatelli,MF,27,it ITA,Juventus,22
f1409,Ruben Loftus-Cheek,MF,29,eng ENG,Milan,13
f1410,Elysée Logbo,FW,20,fr FRA,Le Havre,1
f1411,Enzo Loiodice,MF,24,fr FRA,Las Palmas,14
f1412,Sean Longstaff,MF,27,eng ENG,Newcastle Utd,18
f1413,Ademola Lookman,"FW,MF",27,ng NGA,Atalanta,19
f1414,Anthony Lopes,GK,34,pt POR,Nantes,6
f1415,David López,DF,35,es ESP,Girona,21
f1416,Diego López,"MF,FW",22,es ESP,Valencia,23
f1417,Fer López,"FW,MF",,,Celta Vigo,4
f1418,Fermin López,"MF,FW",21,es ESP,Barcelona,15
f1419,Javi López,DF,22,es ESP,Real Sociedad,17
f1420,Pau López,GK,30,es ESP,Girona,1
f1421,Roberto López,MF,24,es ESP,Leganés,11
f1422,Unai López,MF,29,es ESP,Rayo Vallecano,20
f1423,Iker Losada,FW,23,es ESP,Celta Vigo,2
f1424,Iker Losada,"MF,FW",23,es ESP,Betis,10
f1425,Anthony Losilla,MF,38,fr FRA,Bochum,16
f1426,Jordan Lotomba,"MF,DF",26,ch SUI,Nice,2
f1427,Tom Louchet,"DF,MF",21,fr FRA,Nice,13
f1428,Sandi Lovrić,MF,26,si SVN,Udinese,23
f1429,Pol Lozano,MF,25,es ESP,Espanyol,17
f1430,Lorenzo Lucca,FW,24,it ITA,Udinese,23
f1431,Jhon Lucumí,DF,26,co COL,Bologna,20
f1432,Yannik Lührs,DF,21,de GER,Dortmund,3
f1433,José Luis Gayà,DF,29,es ESP,Valencia,10
f1434,José Luis Palomino,DF,35,ar ARG,Cagliari,9
f1435,Douglas Luiz,MF,26,br BRA,Juventus,14
f1436,Romelu Lukaku,FW,31,be BEL,Napoli,22
f1437,Castello Lukeba,DF,22,fr FRA,RB Leipzig,12
f1438,Dodi Lukebakio,FW,27,be BEL,Sevilla,23
f1439,Saša Lukić,MF,28,rs SRB,Fulham,19
f1440,Milos Lukovic,"FW,MF",19,rs SRB,Strasbourg,2
f1441,Joe Lumley,GK,30,eng ENG,Southampton,3
f1442,Daniel Luna,MF,21,co COL,Mallorca,2
f1443,Andriy Lunin,GK,26,ua UKR,Real Madrid,3
f1444,Massimo Luongo,MF,32,au AUS,Ipswich Town,6
f1445,Sebastiano Luperto,DF,28,it ITA,Cagliari,24
f1446,Zito Luvumbo,"FW,MF",22,ao ANG,Cagliari,16
f1447,Charalambos Lykogiannis,DF,31,gr GRE,Bologna,12
f1448,Senne Lynen,MF,25,be BEL,Werder Bremen,19
f1449,Mathias Løvik,FW,21,no NOR,Parma,1
f1450,Othmane Maamma,"FW,MF",19,ma MAR,Montpellier,7
f1451,Ian Maatsen,DF,22,nl NED,Aston Villa,18
f1452,Alexis Mac Allister,MF,26,ar ARG,Liverpool,23
f1453,Deiver Machado,"DF,MF",31,co COL,Lens,17
f1454,Shuto Machino,"FW,MF",25,jp JPN,Holstein Kiel,19
f1455,Darwin Machís,"FW,MF",32,ve VEN,Valladolid,8
f1456,Yvann Macon,DF,26,fr FRA,Saint-Étienne,5
f1457,James Maddison,MF,28,eng ENG,Tottenham,22
f1458,Eros Maddy,DF,24,nl NED,Auxerre,1
f1459,Noni Madueke,FW,22,eng ENG,Chelsea,23
f1460,Pablo Maffeo,DF,27,es ESP,Mallorca,17
f1461,Gabriel Magalhães,DF,27,br BRA,Arsenal,22
f1462,Soungoutou Magassa,MF,21,fr FRA,Monaco,16
f1463,Edmond-Paris Maghoma,MF,23,eng ENG,Brentford,5
f1464,Giangiacomo Magnani,DF,29,it ITA,Hellas Verona,17
f1465,Hugo Magnetti,MF,26,fr FRA,Brest,21
f1466,Frank Magri,FW,25,cm CMR,Toulouse,19
f1467,Harry Maguire,DF,31,eng ENG,Manchester Utd,17
f1468,Jon Magunazelaia,MF,24,es ESP,Real Sociedad,2
f1469,Arne Maier,MF,26,de GER,Augsburg,20
f1470,Mike Maignan,GK,29,fr FRA,Milan,23
f1471,Patrick Mainka,DF,30,de GER,Heidenheim,21
f1472,Kobbie Mainoo,MF,19,eng ENG,Manchester Utd,18
f1473,Ainsley Maitland-Niles,"DF,MF",27,eng ENG,Lyon,20
f1474,Radosław Majecki,GK,25,pl POL,Monaco,11
f1475,Lovro Majer,MF,27,hr CRO,Wolfsburg,4
f1476,Jordy Makengo,DF,23,fr FRA,Freiburg,11
f1477,Antoine Makoumbou,MF,26,cg CGO,Cagliari,20
f1478,Nikola Maksimović,DF,33,rs SRB,Montpellier,7
f1479,Tyrell Malacia,DF,25,nl NED,Manchester Utd,3
f1480,Jarzinho Malanga,DF,18,de GER,Stuttgart,1
f1481,Julián Malatini,DF,23,ar ARG,Werder Bremen,9
f1482,Daniel Maldini,"MF,FW",23,it ITA,Monza,20
f1483,Youssef Maleh,MF,26,ma MAR,Empoli,19
f1484,Donyell Malen,FW,26,nl NED,Aston Villa,2
f1485,Donyell Malen,"FW,MF",26,nl NED,Dortmund,14
f1486,Ruslan Malinovskyi,"MF,FW",31,ua UKR,Genoa,5
f1487,Lennard Maloney,MF,25,us USA,Heidenheim,11
f1488,Aaron Malouda,FW,19,fr FRA,Lille,1
f1489,Giorgi Mamardashvili,GK,24,ge GEO,Valencia,19
f1490,Dennis Man,"FW,MF",26,ro ROU,Parma,22
f1491,Hianga Mananga Mbock,MF,25,fr FRA,Brest,1
f1492,Gianluca Mancini,DF,28,it ITA,Roma,24
f1493,Steve Mandanda,GK,39,fr FRA,Rennes,16
f1494,Reinildo Mandava,DF,31,mz MOZ,Atlético Madrid,16
f1495,Aïssa Mandi,DF,33,dz ALG,Lille,17
f1496,Rolando Mandragora,MF,27,it ITA,Fiorentina,16
f1497,Orel Mangala,MF,26,be BEL,Everton,19
f1498,Orel Mangala,MF,26,be BEL,Lyon,1
f1499,Ryan Manning,DF,28,ie IRL,Southampton,13
f1500,Javier Manquillo,DF,30,es ESP,Celta Vigo,10
f1501,Johan Manzambi,"MF,FW",19,ch SUI,Freiburg,3
f1502,Alberto Manzoni,MF,19,it ITA,Atalanta,1
f1503,Sekou Mara,"FW,MF",22,fr FRA,Strasbourg,18
f1504,Alessandro Marcandalli,DF,22,it ITA,Genoa,2
f1505,Alessandro Marcandalli,DF,22,it ITA,Venezia,1
f1506,Marcão,DF,28,br BRA,Sevilla,11
f1507,Solly March,"MF,DF",30,eng ENG,Brighton,2
f1508,Filip Marchwiński,MF,23,pl POL,Lecce,1
f1509,Óscar de Marcos,DF,35,es ESP,Athletic Club,18
f1510,Alberto Marí,FW,23,es ESP,Valencia,1
f1511,Pablo Marí,DF,31,es ESP,Monza,19
f1512,José María Giménez,DF,30,uy URU,Atlético Madrid,17
f1513,Luca Marianucci,DF,20,it ITA,Empoli,8
f1514,Mirko Marić,"FW,MF",29,hr CRO,Monza,8
f1515,Mirko Marić,MF,29,hr CRO,Venezia,1
f1516,Pablo Marín,MF,21,es ESP,Real Sociedad,8
f1517,Răzvan Marin,MF,28,ro ROU,Cagliari,22
f1518,Guillermo Maripán,DF,30,cl CHI,Torino,15
f1519,Mika Màrmol,DF,22,es ESP,Las Palmas,17
f1520,Omar Marmoush,"FW,MF",26,eg EGY,Manchester City,2
f1521,Omar Marmoush,FW,26,eg EGY,Eint Frankfurt,17
f1522,Mario Maroto,MF,21,es ESP,Valladolid,1
f1523,Marquinhos,DF,30,br BRA,Paris S-G,15
f1524,Aarón Martín,DF,27,es ESP,Genoa,23
f1525,Carlos Martín,"FW,MF",22,es ESP,Alavés,16
f1526,Gerard Martín,DF,23,es ESP,Barcelona,14
f1527,Iván Martín,MF,26,es ESP,Girona,20
f1528,Jon Martin,DF,19,es ESP,Real Sociedad,3
f1529,Jonas Martin,MF,34,fr FRA,Brest,12
f1530,Mario Martín,MF,20,es ESP,Valladolid,19
f1531,Gabriel Martinelli,"FW,MF",23,br BRA,Arsenal,22
f1532,Arnau Martinez,"DF,MF",21,es ESP,Girona,20
f1533,Emiliano Martínez,GK,32,ar ARG,Aston Villa,24
f1534,Iñigo Martínez,DF,33,es ESP,Barcelona,19
f1535,Javi Martínez,MF,25,es ESP,Osasuna,1
f1536,Lautaro Martínez,FW,27,ar ARG,Inter,22
f1537,Lisandro Martínez,DF,27,ar ARG,Manchester Utd,20
f1538,Lucas Martínez Quarta,DF,28,ar ARG,Fiorentina,8
f1539,Toni Martínez,FW,27,es ESP,Alavés,18
f1540,Kevin Martins,"DF,MF",20,it ITA,Monza,7
f1541,Javi Martón,"FW,MF",25,es ESP,Athletic Club,3
f1542,Adam Marušić,DF,32,me MNE,Lazio,22
f1543,Marvin,"DF,FW",24,es ESP,Las Palmas,11
f1544,Omar Mascarell,MF,32,gq EQG,Mallorca,19
f1545,Adam Masina,DF,31,ma MAR,Torino,20
f1546,Patrizio Masini,MF,24,it ITA,Genoa,12
f1547,Giorgos Masouras,MF,31,gr GRE,Bochum,1
f1548,Erhan Mašović,DF,26,rs SRB,Bochum,11
f1549,Han-Noah Massengo,MF,23,fr FRA,Auxerre,6
f1550,Clinton Mata,DF,32,ao ANG,Lyon,18
f1551,Jaime Mata,FW,36,es ESP,Las Palmas,19
f1552,Igor Matanovic,FW,21,hr CRO,Eint Frankfurt,15
f1553,Pape Matar Sarr,MF,22,sn SEN,Tottenham,24
f1554,Eliot Matazo,MF,23,be BEL,Monaco,3
f1555,Jean-Philippe Mateta,FW,27,fr FRA,Crystal Palace,24
f1556,Nemanja Matić,MF,36,rs SRB,Lyon,17
f1557,Chrislain Matsima,DF,22,fr FRA,Augsburg,18
f1558,Jean Mattéo Bahoya,"MF,DF",19,fr FRA,Eint Frankfurt,12
f1559,Alan Matturro,DF,20,uy URU,Genoa,9
f1560,Azor Matusiwa,MF,26,nl NED,Rennes,18
f1561,Neal Maupay,FW,28,fr FRA,Marseille,16
f1562,Maurides,FW,30,br BRA,St. Pauli,1
f1563,Stephy Mavididi,FW,26,eng ENG,Leicester City,22
f1564,Konstantinos Mavropanos,DF,27,gr GRE,West Ham,20
f1565,Christian Mawissa,DF,19,fr FRA,Monaco,11
f1566,Keke Maximilian Topp,"FW,MF",20,de GER,Werder Bremen,11
f1567,Borja Mayoral,FW,27,es ESP,Getafe,10
f1568,Senny Mayulu,MF,18,fr FRA,Paris S-G,11
f1569,Noussair Mazraoui,DF,27,ma MAR,Manchester Utd,24
f1570,Luca Mazzitelli,MF,29,it ITA,Como,11
f1571,Pasquale Mazzocchi,"DF,FW",29,it ITA,Napoli,15
f1572,Samuel Mbangula,FW,21,be BEL,Juventus,17
f1573,Ethan Mbappé,"MF,FW",18,fr FRA,Lille,6
f1574,Kylian Mbappé,FW,26,fr FRA,Real Madrid,21
f1575,Ibrahim Mbaye,"FW,MF",17,fr FRA,Paris S-G,5
f1576,Bryan Mbeumo,FW,25,cm CMR,Brentford,24
f1577,James Mcatee,"MF,FW",22,eng ENG,Manchester City,7
f1578,Kasey McAteer,"FW,MF",23,ie IRL,Leicester City,11
f1579,Oliver McBurnie,FW,28,sct SCO,Las Palmas,19
f1580,Alex McCarthy,GK,35,eng ENG,Southampton,5
f1581,John McGinn,"MF,FW",30,sct SCO,Aston Villa,20
f1582,Scott McKenna,DF,28,sct SCO,Las Palmas,19
f1583,Weston McKennie,"MF,DF",26,us USA,Juventus,18
f1584,Mark McKenzie,DF,25,us USA,Toulouse,19
f1585,Dwight McNeil,"MF,FW",25,eng ENG,Everton,13
f1586,Scott McTominay,MF,28,sct SCO,Manchester Utd,2
f1587,Scott McTominay,MF,28,sct SCO,Napoli,21
f1588,Jakov Medić,DF,26,hr CRO,Bochum,16
f1589,Facundo Medina,"DF,MF",25,ar ARG,Lens,19
f1590,Ben Mee,DF,35,eng ENG,Brentford,6
f1591,Jayden Meghoma,DF,18,eng ENG,Brentford,1
f1592,Henrik Meister,FW,21,dk DEN,Rennes,4
f1593,Bamo Meïté,DF,23,ci CIV,Montpellier,1
f1594,Bamo Meïté,"DF,MF",23,ci CIV,Marseille,3
f1595,Mohamed Meité,"FW,DF",17,fr FRA,Rennes,4
f1596,Mateo Mejía,FW,21,es ESP,Sevilla,1
f1597,Farid El Melali,FW,27,dz ALG,Angers,19
f1598,Filippo Melegoni,"MF,FW",25,it ITA,Genoa,3
f1599,Arthur Melo,"DF,MF",28,br BRA,Girona,1
f1600,Nuno Mendes,DF,22,pt POR,Paris S-G,14
f1601,Brais Méndez,MF,28,es ESP,Real Sociedad,20
f1602,Antoine Mendy,DF,20,fr FRA,Nice,11
f1603,Ferland Mendy,DF,29,fr FRA,Real Madrid,12
f1604,Nampalys Mendy,MF,32,sn SEN,Lens,4
f1605,Gideon Mensah,DF,26,gh GHA,Auxerre,17
f1606,Alex Meret,GK,27,it ITA,Napoli,21
f1607,Mikel Merino,MF,28,es ESP,Arsenal,16
f1608,Quentin Merlin,DF,22,fr FRA,Marseille,14
f1609,Víctor Meseguer,MF,25,es ESP,Valladolid,14
f1610,Rafik Messali,DF,21,fr FRA,Toulouse,4
f1611,Junior Messias,"MF,FW",33,br BRA,Genoa,7
f1612,Connor Metcalfe,MF,25,au AUS,St. Pauli,4
f1613,Karol Mets,DF,31,ee EST,St. Pauli,10
f1614,Thomas Meunier,DF,33,be BEL,Lille,18
f1615,Alexander Meyer,GK,33,de GER,Dortmund,2
f1616,Lucas Michal,"FW,MF",19,fr FRA,Monaco,4
f1617,Florian Micheler,MF,19,at AUT,Hoffenheim,1
f1618,Miguel,FW,25,es ESP,Leganés,22
f1619,Valentin Mihaila,"FW,MF",25,ro ROU,Parma,21
f1620,Georges Mikautadze,FW,24,ge GEO,Lyon,21
f1621,Igor Miladinović,"FW,MF",21,rs SRB,Saint-Étienne,3
f1622,Nikola Milenković,DF,27,rs SRB,Nott'ham Forest,23
f1623,Lewis Miley,MF,18,eng ENG,Newcastle Utd,5
f1624,Vanja Milinković-Savić,GK,27,rs SRB,Torino,24
f1625,Éder Militão,DF,27,br BRA,Real Madrid,12
f1626,Luis Milla,MF,30,es ESP,Getafe,21
f1627,Pere Milla,"MF,FW",32,es ESP,Espanyol,8
f1628,Enzo Millot,"MF,FW",22,fr FRA,Stuttgart,20
f1629,James Milner,MF,39,eng ENG,Brighton,3
f1630,Kim Min-jae,DF,28,kr KOR,Bayern Munich,20
f1631,Yerry Mina,DF,30,co COL,Cagliari,20
f1632,Takumi Minamino,"MF,FW",30,jp JPN,Monaco,18
f1633,Lucas Mincarelli,DF,21,fr FRA,Montpellier,4
f1634,Tyrone Mings,DF,31,eng ENG,Aston Villa,6
f1635,Óscar Mingueza,"MF,DF",25,es ESP,Celta Vigo,20
f1636,Kim Minsu,"MF,FW",19,kr KOR,Girona,3
f1637,Yankuba Minteh,"FW,MF",20,gm GAM,Brighton,20
f1638,Bojan Miovski,FW,25,mk MKD,Girona,11
f1639,Rafa Mir,"MF,FW",27,es ESP,Valencia,6
f1640,Juan Miranda,DF,25,es ESP,Bologna,20
f1641,Fabio Miretti,"MF,FW",21,it ITA,Genoa,18
f1642,Tyrick Mitchell,DF,25,eng ENG,Crystal Palace,24
f1643,Kaoru Mitoma,"FW,MF",27,jp JPN,Brighton,25
f1644,Maximilian Mittelstädt,DF,27,de GER,Stuttgart,19
f1645,Koji Miyoshi,"FW,MF",27,jp JPN,Bochum,13
f1646,Henrikh Mkhitaryan,MF,36,am ARM,Inter,22
f1647,Jakub Moder,MF,25,pl POL,Brighton,4
f1648,Rui Modesto,DF,25,ao ANG,Udinese,9
f1649,Luka Modrić,MF,39,hr CRO,Real Madrid,22
f1650,Max Moerstedt,FW,,de GER,Hoffenheim,11
f1651,Mostafa Mohamed,FW,27,eg EGY,Nantes,18
f1652,Johan Mojica,DF,32,co COL,Mallorca,22
f1653,David Mokwa,"DF,FW",20,fr FRA,Hoffenheim,2
f1654,Alberto Moleiro,"FW,MF",21,es ESP,Las Palmas,22
f1655,Nahuel Molina,DF,26,ar ARG,Atlético Madrid,17
f1656,Florent Mollet,"MF,FW",33,fr FRA,Nantes,9
f1657,Jon Moncayola,MF,26,es ESP,Osasuna,21
f1658,Gonzalo Montiel,"DF,MF",28,ar ARG,Sevilla,6
f1659,Lorenzo Montipò,GK,28,it ITA,Hellas Verona,23
f1660,Mikey Moore,"FW,MF",17,eng ENG,Tottenham,7
f1661,Álvaro Morata,"FW,MF",32,es ESP,Milan,16
f1662,Morato,DF,23,br BRA,Nott'ham Forest,17
f1663,Diego Moreira,"DF,MF",20,pt POR,Strasbourg,20
f1664,Alberto Moreno,DF,32,es ESP,Como,17
f1665,Álex Moreno,DF,31,es ESP,Nott'ham Forest,13
f1666,Gerard Moreno,FW,32,es ESP,Villarreal,12
f1667,Matias Moreno,DF,21,ar ARG,Fiorentina,2
f1668,Tete Morente,"FW,MF",28,es ESP,Lecce,20
f1669,Mateu Morey,DF,24,es ESP,Mallorca,7
f1670,Ilaix Moriba,MF,22,gn GUI,Celta Vigo,19
f1671,Manu Morlanes,MF,26,es ESP,Mallorca,16
f1672,Nikola Moro,MF,26,hr CRO,Bologna,16
f1673,Raúl Moro,"FW,MF",22,es ESP,Valladolid,19
f1674,Sam Morsy,MF,33,eg EGY,Ipswich Town,22
f1675,Gabriel Moscardo,MF,19,br BRA,Reims,3
f1676,Cristhian Mosquera,DF,20,es ESP,Valencia,22
f1677,Daniel Mosquera,FW,25,co COL,Hellas Verona,22
f1678,Yerson Mosquera,DF,23,co COL,Wolves,5
f1679,Dany Mota,"MF,FW",26,pt POR,Monza,19
f1680,Yael Mouanga,DF,19,fr FRA,Montpellier,4
f1681,Aimen Moueffek,MF,23,fr FRA,Saint-Étienne,12
f1682,Youssoufa Moukoko,"FW,MF",20,de GER,Nice,11
f1683,Steve Mounié,FW,30,bj BEN,Augsburg,11
f1684,Mason Mount,"MF,FW",26,eng ENG,Manchester Utd,8
f1685,Santiago Mouriño,DF,23,uy URU,Alavés,12
f1686,Louis Mouton,MF,22,fr FRA,Saint-Étienne,16
f1687,Divin Mubama,FW,20,eng ENG,Manchester City,1
f1688,Mykhailo Mudryk,FW,24,ua UKR,Chelsea,7
f1689,Ngal'Ayel Mukau,MF,20,cd COD,Lille,13
f1690,Nordi Mukiele,DF,27,fr FRA,Leverkusen,9
f1691,Florian Müller,GK,27,de GER,Freiburg,3
f1692,Kevin Müller,GK,33,de GER,Heidenheim,21
f1693,Marius Müller,GK,31,de GER,Wolfsburg,2
f1694,Thomas Müller,"MF,FW",35,de GER,Bayern Munich,19
f1695,Abdul Mumin,DF,26,gh GHA,Rayo Vallecano,21
f1696,Marshall Munetsi,MF,28,zw ZIM,Reims,19
f1697,Rodrigo Muniz,FW,23,br BRA,Fulham,23
f1698,Aihen Muñoz,DF,27,es ESP,Real Sociedad,12
f1699,Álex Muñoz,DF,30,es ESP,Las Palmas,14
f1700,Daniel Muñoz,DF,28,co COL,Crystal Palace,23
f1701,Iker Muñoz,MF,22,es ESP,Osasuna,11
f1702,Javier Muñoz,"MF,DF",29,es ESP,Las Palmas,23
f1703,Arijanet Muric,GK,26,xk KVX,Ipswich Town,18
f1704,Murillo,DF,22,br BRA,Nott'ham Forest,23
f1705,Vedat Muriqi,FW,30,xk KVX,Mallorca,18
f1706,Jacob Murphy,FW,29,eng ENG,Newcastle Utd,21
f1707,Bob Murphy Omoregbe,MF,21,it ITA,Milan,1
f1708,Yunus Musah,"MF,FW",22,us USA,Milan,18
f1709,Jamal Musiala,MF,21,de GER,Bayern Munich,18
f1710,Florent Muslija,"FW,MF",26,xk KVX,Freiburg,9
f1711,Almoatasem Al Musrati,MF,28,ly LBY,Monaco,1
f1712,Juan Musso,GK,30,ar ARG,Atalanta,1
f1713,Juan Musso,GK,30,ar ARG,Atlético Madrid,1
f1714,Kingstone Mutandwa,"MF,FW",22,zm ZAM,Cagliari,3
f1715,Junior Mwanga,MF,21,fr FRA,Le Havre,1
f1716,Junior Mwanga,MF,21,fr FRA,Strasbourg,8
f1717,Phillipp Mwene,DF,31,at AUT,Mainz 05,21
f1718,Vitaliy Mykolenko,DF,25,ua UKR,Everton,22
f1719,Joakim Mæhle,DF,27,dk DEN,Wolfsburg,16
f1720,Obite N'Dicka,DF,25,ci CIV,Roma,24
f1721,Konan N'dri,FW,24,ci CIV,Lecce,1
f1722,Loïc N'Gatta,DF,21,fr FRA,Auxerre,2
f1723,Nathan N'Goumou,FW,24,fr FRA,Gladbach,12
f1724,Djylian N'Guessan,FW,16,fr FRA,Saint-Étienne,5
f1725,Stanley N'Soki,DF,25,fr FRA,Hoffenheim,13
f1726,Mickael Nade,DF,25,fr FRA,Saint-Étienne,13
f1727,Bilal Nadir,MF,21,fr FRA,Marseille,9
f1728,Mahamadou Nagida,DF,19,cm CMR,Rennes,12
f1729,Keito Nakamura,FW,24,jp JPN,Reims,20
f1730,Sebastian Nanasi,"FW,MF",22,se SWE,Strasbourg,19
f1731,Yael Nandjou,DF,19,fr FRA,Nice,3
f1732,Matija Nastasić,DF,31,rs SRB,Leganés,18
f1733,Natan,DF,24,br BRA,Betis,18
f1734,Pau Navarro,DF,19,es ESP,Villarreal,9
f1735,Roberto Navarro,"MF,FW",22,es ESP,Mallorca,20
f1736,Jesús Navas,"FW,MF",39,es ESP,Sevilla,15
