ID,name,position,age,nationality,current_club,matches_played
f2588,Jonas Wind,"FW,MF",26,dk DEN,Wolfsburg,19
f2589,Harry Winks,MF,29,eng ENG,Leicester City,19
f2590,Ben Winterburn,MF,20,eng ENG,Bournemouth,2
f2591,Florian Wirtz,MF,21,de GER,Leverkusen,21
f2592,Yoane Wissa,FW,28,cd COD,Brentford,21
f2593,Dani de Wit,"MF,FW",27,nl NED,Bochum,19
f2594,Axel Witsel,DF,36,be BEL,Atlético Madrid,12
f2595,Maximilian Wittek,DF,29,de GER,Bochum,21
f2596,Marius Wolf,DF,29,de GER,Augsburg,21
f2597,Nick Woltemade,"FW,MF",23,de GER,Stuttgart,16
f2598,Jeong Woo-yeong,"MF,FW",25,kr KOR,Union Berlin,17
f2599,Chris Wood,FW,33,nz NZL,Nott'ham Forest,24
f2600,Nathan Wood-Gordon,DF,22,eng ENG,Southampton,8
f2601,Christopher Wooh,DF,23,cm CMR,Rennes,17
f2602,Luke Woolfenden,DF,26,eng ENG,Ipswich Town,9
f2603,Granit Xhaka,MF,32,ch SUI,Leverkusen,21
f2604,Lamine Yamal,FW,17,es ESP,Barcelona,20
f2605,Daniel Yáñez,FW,17,es ESP,Real Madrid,1
f2606,Erencan Yardimci,"FW,MF",23,tr TUR,Hoffenheim,5
f2607,Yehor Yarmoliuk,"MF,FW",20,ua UKR,Brentford,18
f2608,Ryan Yates,MF,27,eng ENG,Nott'ham Forest,22
f2609,John Yeboah,"FW,MF",24,ec ECU,Venezia,20
f2610,Bertuğ Yıldırım,FW,22,tr TUR,Getafe,17
f2611,Kenan Yıldız,"FW,MF",19,tr TUR,Juventus,24
f2612,Leny Yoro,DF,19,fr FRA,Manchester Utd,11
f2613,Ashley Young,DF,39,eng ENG,Everton,21
f2614,Etienne Youte Kinkoue,DF,23,fr FRA,Le Havre,16
f2615,Illia Zabarnyi,DF,22,ua UKR,Bournemouth,24
f2616,Eloge Zabi,"DF,MF",18,ci CIV,Reims,2
f2617,Mattia Zaccagni,FW,29,it ITA,Lazio,21
f2618,Dan-Axel Zagadou,"DF,MF",25,fr FRA,Stuttgart,2
f2619,Yoram Zague,DF,18,fr FRA,Paris S-G,3
f2620,Wilfried Zaha,FW,32,ci CIV,Lyon,4
f2621,Warren Zaïre-Emery,"MF,DF",18,fr FRA,Paris S-G,18
f2622,Miha Zajc,MF,30,si SVN,Toulouse,12
f2623,Denis Zakaria,MF,28,ch SUI,Monaco,14
f2624,Arsen Zakharyan,FW,21,ru RUS,Real Sociedad,1
f2625,Nicola Zalewski,"DF,FW",23,pl POL,Roma,12
f2626,Nicola Zalewski,DF,23,pl POL,Inter,2
f2627,Andre-Frank Zambo Anguissa,MF,29,cm CMR,Napoli,24
f2628,Francesco Zampano,DF,31,it ITA,Venezia,20
f2629,Nicolò Zaniolo,FW,25,it ITA,Fiorentina,1
f2630,Nicolò Zaniolo,"FW,MF",25,it ITA,Atalanta,14
f2631,Alessandro Zanoli,"FW,DF",24,it ITA,Genoa,20
f2632,Duván Zapata,FW,33,co COL,Torino,7
f2633,Gabriele Zappa,DF,25,it ITA,Cagliari,24
f2634,Davide Zappacosta,DF,32,it ITA,Atalanta,18
f2635,Bryan Zaragoza,"FW,MF",23,es ESP,Osasuna,17
f2636,Anass Zaroury,"FW,MF",24,ma MAR,Lens,16
f2637,Oier Zarraga,MF,26,es ESP,Udinese,13
f2638,David Zec,DF,25,si SVN,Holstein Kiel,6
f2639,Jordan Zemura,DF,25,zw ZIM,Udinese,19
f2640,Robin Zentner,GK,30,de GER,Mainz 05,21
f2641,Alessio Zerbin,DF,25,it ITA,Venezia,4
f2642,Alessio Zerbin,"FW,DF",25,it ITA,Napoli,2
f2643,Kevin Zeroli,MF,20,it ITA,Monza,1
f2644,Kevin Zeroli,MF,20,it ITA,Milan,1
f2645,Cedric Zesiger,DF,26,ch SUI,Augsburg,4
f2646,Cedric Zesiger,DF,26,ch SUI,Wolfsburg,7
f2647,Michael Zetterer,GK,29,de GER,Werder Bremen,21
f2648,Nathan Zeze,DF,19,fr FRA,Nantes,12
f2649,Edon Zhegrova,"FW,MF",25,xk KVX,Lille,12
f2650,Piotr Zieliński,MF,30,pl POL,Inter,18
f2651,Oleksandr Zinchenko,"DF,MF",28,ua UKR,Arsenal,8
f2652,Joshua Zirkzee,"FW,MF",23,nl NED,Manchester Utd,24
f2653,Budu Zivzivadze,FW,30,ge GEO,Heidenheim,6
f2654,Luc Zogbé,DF,19,ci CIV,Brest,12
f2655,Nadir Zortea,"MF,DF",25,it ITA,Cagliari,21
f2656,Aristide Zossou,MF,19,ci CIV,Auxerre,3
f2657,Yanis Zouaoui,"DF,FW",30,dz ALG,Le Havre,11
f2658,Igor Zubeldia,DF,27,es ESP,Real Sociedad,19
f2659,Martín Zubimendi,MF,26,es ESP,Real Sociedad,22
f2660,Edhy Zuliani,DF,20,it ITA,Toulouse,1
f2661,Szymon Żurkowski,MF,27,pl POL,Empoli,3
f2662,Martin Ødegaard,MF,26,no NOR,Arsenal,16
f2663,Milan Đurić,FW,34,ba BIH,Monza,18
f2664,Milan Đurić,FW,34,ba BIH,Parma,3
